,fuel1 inchi,fuel2 inchi,fuel3 inchi,fuel4 inchi,molar fraction fuel 1,molar fraction fuel 2,molar fraction fuel 3,Experimental value (from literature),Synthetic value
111,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.2603,,,98.2,87.7
112,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.3326,,,95.4,84.3
113,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,,,0.7422,,,87.9,75.8
114,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,,,0.5613,,,77.5,58.8
115,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,,,0.4274,,,68.3,46.2
116,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.794,,,92.7,84.6
117,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.6314,,,86.9,72.4
118,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.4998,,,80.3,62.5
119,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.8729,,,98.7,88.0
120,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.7649,,,92.7,77.7
121,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.5912,,,83.6,61.3
122,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.4576,,,74.9,48.6
123,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.4017,,,67.8,43.3
124,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.3516,,,59.1,38.6
125,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.3065,,,52.2,34.3
126,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.2655,,,45.6,30.4
127,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.2283,,,38.9,26.9
128,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",,,0.5297,,,40.1,35.0
129,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",,,0.4288,,,36.1,31.2
130,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",,,0.3255,,,31.5,27.3
131,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",,,0.2197,,,27.7,23.3
132,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",,,0.1112,,,23.3,19.2
133,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.8722,,,21.02,16.3
134,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.752,,,21.17,17.5
135,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.6388,,,22.9,18.7
136,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.5312,,,24.02,19.7
137,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.4312,,,24.51,20.7
138,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.3357,,,25.34,21.7
139,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.2452,,,26.5,22.6
140,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.1593,,,21.2,23.5
141,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",,,0.0777,,,28.2,24.3
142,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,0.8549,,,18.12,15.5
143,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,0.7237,,,18.2,16.0
144,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,0.6044,,,18.28,16.4
145,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,0.4955,,,18.34,16.8
146,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,0.3957,,,18.43,17.2
147,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,0.3039,,,18.69,17.5
148,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,0.2191,,,19.04,17.8
149,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,0.1407,,,19.45,18.1
150,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ",InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,,,0.0678,,,19.68,18.4
151,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.5195,,,36.7,30.0
152,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.4684,,,34.1,27.5
153,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.4189,,,31,25.2
154,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.371,,,28.3,22.9
155,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.3246,,,25.8,20.7
156,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.2796,,,22.9,18.6
157,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.236,,,19.8,16.5
158,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",,,0.8813,,,15.51,13.9
159,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",,,0.7675,,,13.17,12.8
160,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",,,0.6582,,,11.74,11.7
161,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",,,0.5532,,,10.63,10.7
162,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",,,0.4521,,,9.66,9.7
163,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",,,0.3549,,,9.22,8.7
164,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",,,0.2613,,,9.2,7.8
165,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",,,0.171,,,9,7.0
166,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",,,0.084,,,8.92,6.1
167,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.368,0.4902,,32.2,32.2
168,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.3126,0.4163,,29.1,28.1
169,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.2619,0.3488,,26.2,24.4
170,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.2153,0.2868,,22.7,21.0
171,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.2789,0.5778,,28.9,35.5
172,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.2365,0.49,,26.3,30.9
173,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.1979,0.41,,23.7,26.7
174,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.1625,0.3366,,19.9,22.9
175,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.1879,0.6673,,25.4,38.8
176,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.1591,0.565,,22.8,33.7
177,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.1329,0.472,,19.8,29.0
178,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.109,0.3871,,16.5,24.7
179,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.0949,0.7587,,21.1,42.3
180,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.0803,0.6414,,18.3,36.5
181,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,0.067,0.535,,15.6,31.4
182,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.204,,,62.14,53.2
183,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.408,,,54.14,40.9
184,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.804,,,28.58,17.1
185,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.602,,,44.18,29.3
186,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.193,,,61.21,55.8
187,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.397,,,55.08,45.5
188,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.6,,,46.93,35.2
189,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.799,,,36.59,25.2
190,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.714,,,45,39.3
191,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.651,,,50,44.7
192,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.59,,,55,49.9
193,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.541,,,59.1,54.0
194,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",,,0.473,,,65,59.8
195,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.646,,,45,32.9
196,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.533,,,50,38.6
197,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.39,,,55,45.8
198,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.256,,,59.1,52.6
199,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3 ","InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",,,0.066,,,65,62.2
200,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",,,0.286,,,45,37.2
201,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",,,0.349,,,50,42.7
202,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",,,0.41,,,55,48.1
203,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",,,0.459,,,59.1,52.4
204,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",,,0.527,,,65,58.4
205,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.261,,,45,30.1
206,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.347,,,50,35.1
207,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.442,,,55,40.6
208,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.519,,,59.1,45.1
209,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.662,,,65,53.3
210,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.354,,,45,32.9
211,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.467,,,50,38.6
212,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.61,,,55,45.8
213,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.744,,,59.1,52.6
214,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.934,,,65,62.2
215,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3","InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,0.25,0.25,33.8,27.0
216,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3","InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,0.3,0.2,34.8,28.8
217,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3","InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,0.35,0.15,35.8,30.6
218,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3","InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,0.4,0.1,37,32.3
219,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3","InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,0.45,0.05,38.7,34.1
220,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3","InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,0.45,0.1,39.3,34.1
221,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3","InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3","InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3","InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,0.45,0.15,39.8,34.1
